company_id,price,volume,pe_ratio,revenue,profit,employees,profit_margin,rev_per_employee,valuation_status,company_size
900,518.99,2643788,14.22,30132.41,4766.54,97164,15.82,0.3101,Undervalued,Medium
901,1118.64,1452144,37.65,12364.9,15012.64,181826,121.41,0.068,Overvalued,Enterprise
902,230.01,1651330,32.89,94211.76,18365.03,137302,19.49,0.6862,Overvalued,Large
903,989.03,1071248,45.32,78636.41,2249.78,105823,2.86,0.7431,Overvalued,Large
904,2956.9,4757851,43.12,46776.73,4729.47,133214,10.11,0.3511,Overvalued,Large
905,2164.98,2707411,19.18,86631.3,15030.19,70234,17.35,1.2335,Fair Value,Medium
906,4474.09,1793439,17.43,25696.36,5562.68,43082,21.65,0.5965,Fair Value,Small
907,4105.47,1931094,49.17,71994.94,12530.81,65285,17.41,1.1028,Overvalued,Medium
908,1774.91,3537172,28.73,85757.12,1715.17,33577,2.0,2.554,Fair Value,Small
909,1371.17,1159325,45.79,36320.1,9098.83,114261,25.05,0.3179,Overvalued,Large
910,1960.49,2063571,12.37,75988.98,14807.92,52809,19.49,1.4389,Undervalued,Medium
911,2992.45,4519323,33.93,30212.16,13761.63,159888,45.55,0.189,Overvalued,Enterprise
912,1413.51,697218,41.44,30586.86,16319.93,78237,53.36,0.391,Overvalued,Medium
913,3158.33,3915144,47.63,11598.66,17561.3,36118,151.41,0.3211,Overvalued,Small
914,2106.12,3536252,20.18,44565.75,15486.35,139233,34.75,0.3201,Fair Value,Large
915,2805.03,917052,37.62,73241.48,13464.6,139781,18.38,0.524,Overvalued,Large
916,2237.02,2085957,29.25,94081.86,731.28,35471,0.78,2.6524,Fair Value,Small
917,1542.88,1528080,7.73,60775.9,10745.84,83121,17.68,0.7312,Undervalued,Medium
918,4747.42,1201928,36.05,86450.42,850.18,151977,0.98,0.5688,Overvalued,Enterprise
919,3841.67,2621279,36.05,82426.97,16180.55,7957,19.63,10.3591,Overvalued,Small
920,786.55,2200343,46.88,18160.96,6482.42,142792,35.69,0.1272,Overvalued,Large
921,4355.49,4196392,27.38,49095.93,11292.34,8277,23.0,5.9316,Fair Value,Small
922,2488.41,2826016,15.36,12575.43,5660.96,161283,45.02,0.078,Fair Value,Enterprise
923,4483.31,1344289,7.01,68533.16,15671.75,88678,22.87,0.7728,Undervalued,Medium
924,4019.29,542939,23.7,95040.07,17741.4,90041,18.67,1.0555,Fair Value,Medium
925,2183.55,1152207,18.59,14571.86,8032.99,11926,55.13,1.2219,Fair Value,Small
926,210.1,3382972,39.25,73654.43,17272.16,145062,23.45,0.5077,Overvalued,Large
927,1416.52,404224,20.94,63591.58,5414.79,82528,8.51,0.7705,Fair Value,Medium
928,2754.01,4514473,47.71,58776.9,10739.75,126144,18.27,0.466,Overvalued,Large
929,3204.04,2811793,48.3,39621.9,17189.35,189203,43.38,0.2094,Overvalued,Enterprise
930,1363.65,4847263,32.94,36158.03,6585.04,75120,18.21,0.4813,Overvalued,Medium
931,782.84,2419124,46.79,5479.67,19085.44,5595,348.3,0.9794,Overvalued,Small
932,4191.16,4023227,39.24,22572.96,2525.4,28581,11.19,0.7898,Overvalued,Small
933,4923.57,2173290,29.61,2502.51,463.67,142439,18.53,0.0176,Fair Value,Large
934,2675.88,2618970,13.11,58560.29,18092.29,117997,30.9,0.4963,Undervalued,Large
935,941.23,3989877,25.64,11479.47,1466.11,137915,12.77,0.0832,Fair Value,Large
936,1434.31,1827408,30.24,87428.92,19838.59,185972,22.69,0.4701,Overvalued,Enterprise
937,190.11,2901742,43.88,52791.16,19032.8,103575,36.05,0.5097,Overvalued,Large
938,4580.06,3188272,26.66,70269.3,2826.72,179945,4.02,0.3905,Fair Value,Enterprise
939,676.98,1155675,45.4,41674.85,10797.93,57142,25.91,0.7293,Overvalued,Medium
940,2924.93,3664375,35.35,56497.4,3779.91,49576,6.69,1.1396,Overvalued,Small
941,1442.87,1065188,11.16,94323.26,8620.29,28652,9.14,3.292,Undervalued,Small
942,2815.47,4848703,49.77,9190.67,1322.36,196414,14.39,0.0468,Overvalued,Enterprise
943,3291.96,2261088,28.73,26139.84,4556.1,176944,17.43,0.1477,Fair Value,Enterprise
944,4165.73,2420484,22.63,78218.84,7329.13,174902,9.37,0.4472,Fair Value,Enterprise
945,1111.46,4205223,34.66,10774.98,8829.09,160120,81.94,0.0673,Overvalued,Enterprise
946,153.88,2922988,9.9,8490.45,19552.18,69193,230.28,0.1227,Undervalued,Medium
947,770.74,4019047,33.64,36792.6,16176.53,69223,43.97,0.5315,Overvalued,Medium
948,4510.09,3568792,27.42,10124.63,14774.46,16635,145.93,0.6086,Fair Value,Small
949,4382.06,587510,23.3,58922.77,10787.12,66590,18.31,0.8849,Fair Value,Medium
950,3027.32,3675168,47.89,23401.25,16815.96,46662,71.86,0.5015,Overvalued,Small
951,3042.53,4155447,28.51,89674.1,6852.52,119142,7.64,0.7527,Fair Value,Large
952,3358.68,1773879,14.86,78566.51,14207.09,89180,18.08,0.881,Undervalued,Medium
953,959.32,1880752,25.65,70270.82,19876.3,189707,28.29,0.3704,Fair Value,Enterprise
954,4580.62,3393331,46.37,62077.46,6361.12,41369,10.25,1.5006,Overvalued,Small
955,2151.98,3864455,12.92,86483.11,13512.95,80774,15.62,1.0707,Undervalued,Medium
956,1977.38,4435518,14.63,23083.14,16901.87,42562,73.22,0.5423,Undervalued,Small
957,2642.7,503082,5.59,87437.78,18324.57,134299,20.96,0.6511,Undervalued,Large
958,330.13,301139,5.64,79159.74,14386.86,23247,18.17,3.4052,Undervalued,Small
959,914.79,4004722,42.32,75067.92,5743.8,176700,7.65,0.4248,Overvalued,Enterprise
960,3716.36,2846866,37.95,56564.31,6593.01,77195,11.66,0.7327,Overvalued,Medium
961,505.71,1307786,20.98,25378.17,513.08,91025,2.02,0.2788,Fair Value,Medium
962,3055.45,192601,36.42,42931.24,15241.63,66481,35.5,0.6458,Overvalued,Medium
963,1302.21,3275684,22.78,79563.49,950.52,99568,1.19,0.7991,Fair Value,Medium
964,2007.55,3484068,47.88,4146.07,17306.58,63849,417.42,0.0649,Overvalued,Medium
965,1514.6,729085,48.52,78423.03,2461.35,169844,3.14,0.4617,Overvalued,Enterprise
966,1842.8,2059925,22.68,24767.0,3520.34,13831,14.21,1.7907,Fair Value,Small
967,3623.32,3109887,43.44,15286.61,9582.88,124747,62.69,0.1225,Overvalued,Large
968,1555.9,1618087,39.79,12454.43,14783.82,185684,118.7,0.0671,Overvalued,Enterprise
969,2875.38,2113321,18.95,3697.75,2866.14,51124,77.51,0.0723,Fair Value,Medium
970,2432.65,2618638,15.44,52835.06,8857.41,116812,16.76,0.4523,Fair Value,Large
971,3351.99,703103,25.62,22607.73,9708.74,101221,42.94,0.2234,Fair Value,Large
972,4690.47,4333583,40.16,98953.74,4324.48,3932,4.37,25.1663,Overvalued,Small
973,3689.6,4666235,48.21,57869.24,2399.61,32432,4.15,1.7843,Overvalued,Small
974,1153.21,2089968,39.36,14650.64,16744.78,12567,114.29,1.1658,Overvalued,Small
975,252.8,2345854,43.48,69187.49,10099.07,41125,14.6,1.6824,Overvalued,Small
976,1385.09,4739681,32.14,89876.61,386.19,144279,0.43,0.6229,Overvalued,Large
977,3015.88,2716241,42.59,74772.77,16079.33,78094,21.5,0.9575,Overvalued,Medium
978,351.99,2943586,40.3,8567.55,19617.8,94302,228.98,0.0909,Overvalued,Medium
979,2532.19,1357008,21.96,89692.53,12157.93,43581,13.56,2.0581,Fair Value,Small
980,3024.53,4170211,29.84,79599.01,10123.8,133753,12.72,0.5951,Fair Value,Large
981,1737.8,3943688,41.21,16672.09,17580.48,75218,105.45,0.2217,Overvalued,Medium
982,3877.47,3716984,7.07,6126.8,19055.08,124110,311.01,0.0494,Undervalued,Large
983,622.33,4417561,41.36,56173.75,15115.28,182810,26.91,0.3073,Overvalued,Enterprise
984,468.18,4118365,13.0,16447.55,8964.51,123814,54.5,0.1328,Undervalued,Large
985,3668.12,1103171,28.16,83624.5,11885.21,139590,14.21,0.5991,Fair Value,Large
986,2527.91,3000737,41.37,36475.13,14048.61,160285,38.52,0.2276,Overvalued,Enterprise
987,3473.17,1470485,16.42,91376.35,3966.04,84463,4.34,1.0819,Fair Value,Medium
988,2230.65,1781076,16.06,57003.13,8999.3,123707,15.79,0.4608,Fair Value,Large
989,1307.37,1711935,23.12,19084.57,16613.44,63144,87.05,0.3022,Fair Value,Medium
990,4113.6,212990,45.26,14820.29,13129.03,192202,88.59,0.0771,Overvalued,Enterprise
991,4017.14,1081883,5.02,58070.77,8282.96,11914,14.26,4.8742,Undervalued,Small
992,3504.01,1768321,45.56,76426.48,13300.91,99440,17.4,0.7686,Overvalued,Medium
993,1433.51,3393705,11.92,78369.06,2452.63,10124,3.13,7.7409,Undervalued,Small
994,2992.13,1718702,49.55,28299.98,8089.8,194460,28.59,0.1455,Overvalued,Enterprise
995,1868.77,1600071,47.97,21220.43,15883.26,109336,74.85,0.1941,Overvalued,Large
996,548.75,3859505,27.26,2658.87,4488.12,57936,168.8,0.0459,Fair Value,Medium
997,4594.84,126806,28.07,68240.72,3800.63,7535,5.57,9.0565,Fair Value,Small
998,770.41,4709688,26.67,8580.26,19021.29,198256,221.69,0.0433,Fair Value,Enterprise
999,4756.16,4364423,33.59,42655.36,4276.96,70701,10.03,0.6033,Overvalued,Medium
1000,2285.43,1973722,9.08,60566.53,5292.28,120971,8.74,0.5007,Undervalued,Large
